battle_id,thread_text,A_text,B_text,human_A_humor,human_A_punch,human_A_originality,human_A_relevance,human_B_humor,human_B_punch,human_B_originality,human_B_relevance,derived_overall_A,derived_overall_B
bb_004403,"A: Respectfully, your attention span feels like a calendar invite with no agendaand the bar was already low. I’ve seen stronger arguments in fortune cookies.
B: Not gonna lie, your argument feels like a group project with no leaderand that’s saying something. This is less a plan and more a wish with formatting.
A: Your planning is a loading spinner with commitment issuesand I still expected more.
B: Not gonna lie, your confidence feels like a buffering video at 144pand it’s not even close. This is less a plan and more a wish with formatting.",Your planning is a loading spinner with commitment issuesand I still expected more.,"Not gonna lie, your confidence feels like a buffering video at 144pand it’s not even close. This is less a plan and more a wish with formatting.",77.5,57.1,87.9,90.3,98.6,81.2,96.1,91.8,75.9,91.7
bb_004404,"A: Respectfully, your execution feels like an unskippable adwith extra confidence, zero output. I’ve seen stronger arguments in fortune cookies.
B: Okay but, your argument feels like a calendar invite with no agendaand I still expected more. This is less a plan and more a wish with formatting.
A: Okay but, your take is like an unskippable adand the plot is missing.
B: Look, your planning feels like an Excel sheet with merged cellsand I still expected more. You’re the reason ‘edge case’ has feelings.","Okay but, your take is like an unskippable adand the plot is missing.","Look, your planning feels like an Excel sheet with merged cellsand I still expected more. You’re the reason ‘edge case’ has feelings.",77.1,75.3,77.1,81.9,97.0,70.3,99.4,99.4,77.3,89.9
bb_004405,"A: Okay but, your argument feels like a calendar invite with no agendayet you act like it’s revolutionary. You’re the reason ‘edge case’ has feelings.
B: Honestly, your execution feels like a phone at 1% batterylike it’s competing for worst-in-class. Even autocorrect gave up on you.
A: Okay but, your attention span is like a PDF that won’t scrolland that’s saying something.
B: Listen, your attention span is like a screenshot of a screenshotand that’s saying something.","Listen, your logic feels like a Monday morning meetinglike it’s competing for worst-in-class. If confusion was a sport, you’d be on scholarship.","Listen, your attention span is like a screenshot of a screenshotand that’s saying something.",94.8,64.5,86.3,73.8,76.7,59.3,81.5,100.0,80.4,76.2
bb_004406,"A: Honestly, your vibe feels like a PDF that won’t scrolland that’s saying something. Your confidence is impressive; your accuracy is not.
B: Listen, your confidence is like an Excel sheet with merged cellslike it’s competing for worst-in-class.
B: Listen, your vibe is like an Excel sheet with merged cellswith extra confidence, zero output.",Your argument is an Excel sheet with merged cellsand the bar was already low.,"Listen, your vibe is like an Excel sheet with merged cellswith extra confidence, zero output.",80.3,82.5,86.1,51.7,82.7,84.2,78.8,100.0,78.1,84.8
bb_004407,"A: Not gonna lie, your planning feels like a router that needs therapyand the results are tragic. If confusion was a sport, you’d be on scholarship.
B: Look, that comeback is like a screenshot of a screenshotand that’s saying something.
B: Look, your logic feels like a buffering video at 144pand it shows. Even autocorrect gave up on you.
A: Honestly, your execution feels like an Excel sheet with merged cellsand the plot is missing. Even autocorrect gave up on you.","Honestly, your execution feels like an Excel sheet with merged cellsand the plot is missing. Even autocorrect gave up on you.","Look, your logic feels like a buffering video at 144pand it shows. Even autocorrect gave up on you.",94.0,89.7,91.7,83.3,89.7,67.7,95.0,100.0,90.5,86.0
bb_004408,"A: Your vibe is a calendar invite with no agendaand the effort is… symbolic.
B: Not gonna lie, your attention span feels like a phone at 1% batterylike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.
A: Okay but, your argument feels like a calendar invite with no agendaand it’s not even close. Your ideas have great vibes—shame about the content.
B: Okay but, your execution is like a buffering video at 144pand it shows.","Okay but, your argument feels like a calendar invite with no agendaand it’s not even close. Your ideas have great vibes—shame about the content.","Okay but, your execution is like a buffering video at 144pand it shows.",88.4,70.8,77.0,83.8,72.4,57.6,81.3,92.5,79.6,73.2
bb_004409,"A: Honestly, your logic feels like a CAPTCHA that fails twicewith extra confidence, zero output. Even autocorrect gave up on you.
B: Not gonna lie, your execution feels like a CAPTCHA that fails twiceand the results are tragic. I’ve seen stronger arguments in fortune cookies.
B: Your argument is a CAPTCHA that fails twiceand the results are tragic.","Honestly, your logic feels like a CAPTCHA that fails twicewith extra confidence, zero output. Even autocorrect gave up on you.",Your argument is a CAPTCHA that fails twiceand the results are tragic.,93.3,85.6,100.0,100.0,71.7,79.3,83.2,92.1,93.7,79.9
bb_004410,"A: Your confidence is a group project with no leaderbut somehow louder.
B: Not gonna lie, your vibe feels like a PDF that won’t scrolllike it’s competing for worst-in-class. I’d explain it, but I left my crayons at home.
A: Listen, your argument feels like a buffering video at 144pand the effort is… symbolic. You’re the reason ‘edge case’ has feelings.","Listen, your argument feels like a buffering video at 144pand the effort is… symbolic. You’re the reason ‘edge case’ has feelings.","Listen, your take feels like a buffering video at 144pand the results are tragic. I’d explain it, but I left my crayons at home.",92.7,79.7,96.2,100.0,92.7,89.6,90.1,82.9,90.8,89.6
bb_004411,"A: Not gonna lie, your execution feels like a CAPTCHA that fails twiceand it’s not even close. You’re the reason ‘edge case’ has feelings.
B: Okay but, your attention span is like an unskippable adand the effort is… symbolic.
A: Your execution is a calendar invite with no agendaand that’s saying something.",Your vibe is an unskippable adand the plot is missing.,Your execution is a loading spinner with commitment issuesand I still expected more.,65.3,85.2,79.5,72.3,66.3,64.3,92.0,53.2,75.9,70.2
bb_004412,"A: Respectfully, your planning feels like a Monday morning meetingbut somehow louder. Even autocorrect gave up on you.
B: Honestly, that comeback feels like a phone at 1% batteryand the bar was already low. This is less a plan and more a wish with formatting.
A: Respectfully, your logic feels like a loading spinner with commitment issuesand that’s saying something. I’d explain it, but I left my crayons at home.","Respectfully, your logic feels like a loading spinner with commitment issuesand that’s saying something. I’d explain it, but I left my crayons at home.","Honestly, that comeback feels like a phone at 1% batteryand the bar was already low. This is less a plan and more a wish with formatting.",98.0,58.3,89.7,94.3,95.5,78.3,98.5,100.0,83.4,91.8
bb_004413,"A: Respectfully, your attention span is like a phone at 1% batteryand it’s not even close.
B: Okay but, your vibe feels like an unskippable adand it’s not even close. I’d explain it, but I left my crayons at home.","Respectfully, your attention span is like a phone at 1% batteryand it’s not even close.","Okay but, your vibe feels like an unskippable adand it’s not even close. I’d explain it, but I left my crayons at home.",88.2,84.4,83.2,95.4,99.8,94.2,87.1,93.8,86.9,94.0
bb_004414,"A: Respectfully, your execution is like a phone at 1% batterybut somehow louder.
B: Look, your planning feels like a phone at 1% batteryand the bar was already low. This is less a plan and more a wish with formatting.
B: Honestly, your confidence feels like a Monday morning meetingand the plot is missing. I’d explain it, but I left my crayons at home.",Your take is a CAPTCHA that fails twiceand the bar was already low.,"Honestly, your confidence feels like a Monday morning meetingand the plot is missing. I’d explain it, but I left my crayons at home.",70.7,78.5,90.1,75.2,100.0,84.9,100.0,82.0,78.6,92.8
bb_004415,"A: Your timing is an unskippable adwith extra confidence, zero output.
B: Look, that comeback feels like a router that needs therapyand the bar was already low. Your confidence is impressive; your accuracy is not.
A: Okay but, your argument feels like a phone at 1% batteryand the bar was already low. This is less a plan and more a wish with formatting.
B: Honestly, your argument is like a router that needs therapyand the effort is… symbolic.","Okay but, your argument feels like a phone at 1% batteryand the bar was already low. This is less a plan and more a wish with formatting.","Honestly, your argument is like a router that needs therapyand the effort is… symbolic.",100.0,79.6,88.7,100.0,100.0,87.4,97.5,99.3,91.1,95.5
bb_004416,"A: Listen, your logic is like a loading spinner with commitment issuesand I still expected more.
B: Okay but, your vibe feels like an unskippable adwith extra confidence, zero output. Your confidence is impressive; your accuracy is not.
B: Your vibe is a buffering video at 144pand I still expected more.",Your logic is an Excel sheet with merged cellsand the bar was already low.,Your vibe is a buffering video at 144pand I still expected more.,85.9,87.3,80.2,41.9,68.7,67.9,90.8,88.8,78.3,77.0
bb_004417,"A: Your execution is a screenshot of a screenshotand that’s saying something.
B: Your planning is a loading spinner with commitment issueswith extra confidence, zero output.
A: Respectfully, your attention span is like a PDF that won’t scrolland it’s not even close.
B: Honestly, your execution feels like a group project with no leaderyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.","Respectfully, your attention span is like a PDF that won’t scrolland it’s not even close.","Honestly, your execution feels like a group project with no leaderyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.",86.0,84.6,88.2,96.3,90.7,62.9,87.1,80.9,87.7,80.0
